Data Publicação,Interesse,Título,Link
18/03/2026,Geral,Receita Federal inicia série de lives sobre o Imposto de Renda 2026 com grande alcance e participação,https://www.gov.br/receitafederal/pt-br/assuntos/noticias/2026/marco/receita-federal-inicia-serie-de-lives-sobre-o-imposto-de-renda-2026-com-grande-alcance-e-participacao
17/03/2026,Geral,Receita Federal participa de conferência sobre lavagem de dinheiro e criptoativos na Cidade do México,https://www.gov.br/receitafederal/pt-br/assuntos/noticias/2026/marco/receita-federal-participa-de-conferencia-sobre-lavagem-de-dinheiro-e-criptoativos-na-cidade-do-mexico
17/03/2026,Geral,Receita Federal constrói a transição para a DeCripto em interação com a sociedade,https://www.gov.br/receitafederal/pt-br/assuntos/noticias/2026/marco/receita-federal-constroi-a-transicao-para-a-decripto-em-interacao-com-a-sociedade
17/03/2026,Geral,Cancelamento da coletiva do secretário especial da Receita Federal em Santos,https://www.gov.br/receitafederal/pt-br/assuntos/noticias/2026/marco/cancelamento-da-coletiva-do-secretario-especial-da-receita-federal-em-santos
16/03/2026,Geral,Cerca de R$ 7 milhões de cocaína é encontrada em van com fundo falso na Ponte da Amizade,https://www.gov.br/receitafederal/pt-br/assuntos/noticias/2026/marco/cerca-de-r-7-milhoes-de-cocaina-e-encontrada-em-van-com-fundo-falso-na-ponte-da-amizade
16/03/2026,Pessoa Física,Receita começa a receber declarações do IRPF no dia 23 de março; prazo de entrega se encerra em 29 de maio,https://www.gov.br/receitafederal/pt-br/assuntos/noticias/2026/marco/receita-comeca-a-receber-declaracoes-do-irpf-no-dia-23-de-marco-prazo-de-entrega-se-encerra-em-29-de-maio
16/03/2026,Geral,Receita Federal é destaque internacional na Operação COCAIR VIII,https://www.gov.br/receitafederal/pt-br/assuntos/noticias/2026/marco/receita-federal-e-destaque-internacional-na-operacao-cocair-viii
16/03/2026,Geral,Dia do Ouvidor,https://www.gov.br/receitafederal/pt-br/assuntos/noticias/2026/marco/dia-do-ouvidor
16/03/2026,Pessoa Física,"RFB realizará no dia 16/03 , às 10h, no auditório do Ministério da Fazenda, Bloco P, coletiva de imprensa para anunciar as novas regras do IRPF 2026",https://www.gov.br/receitafederal/pt-br/assuntos/noticias/2026/marco/rfb-realizara-no-dia-16-03-as-10h-no-auditorio-do-ministerio-da-fazenda-bloco-p-coletiva-de-imprensa-para-anunciar-as-novas-regras-do-irpf-2026
13/03/2026,Geral,Receita Federal atualiza Manual de Exportação após incidência de Imposto de Exportação sobre Petróleo e Diesel,https://www.gov.br/receitafederal/pt-br/assuntos/noticias/2026/marco/receita-federal-atualiza-manual-de-exportacao-apos-incidencia-de-imposto-de-exportacao-sobre-petroleo-e-diesel
13/03/2026,Geral,Receita Federal reorganiza espaço “Cidadania Fiscal no Currículo Escolar” em sua página na internet,https://www.gov.br/receitafederal/pt-br/assuntos/noticias/2026/marco/receita-federal-reorganiza-espaco-201ccidadania-fiscal-no-curriculo-escolar201d-em-sua-pagina-na-internet
13/03/2026,Geral,"Receita Federal assina Acordos de Cooperação Técnica da Rede‑Lab com PF, MPF, MJ e COAF",https://www.gov.br/receitafederal/pt-br/assuntos/noticias/2026/marco/receita-federal-assina-acordos-de-cooperacao-tecnica-da-redelab-com-pf-mpf-coaf
13/03/2026,Geral,Receita Federal intercepta mais de duzentos quilos de cocaína no Porto de Santos,https://www.gov.br/receitafederal/pt-br/assuntos/noticias/2026/marco/receita-federal-intercepta-mais-de-duzentos-quilos-de-cocaina-no-porto-de-santos
13/03/2026,Geral,Receita Federal anuncia dia 16/03 as regras do Imposto de Renda 2026,https://www.gov.br/receitafederal/pt-br/assuntos/noticias/2026/marco/receita-federal-anuncia-dia-16-03-as-regras-do-imposto-de-renda-2026-1
12/03/2026,Geral,RFB esclarece: Competência de retenção no FPM/FPE limita-se a rubricas específicas,https://www.gov.br/receitafederal/pt-br/assuntos/noticias/2026/marco/rfb-esclarece-competencia-de-retencao-no-fpm-fpe-limita-se-a-rubricas-especificas
12/03/2026,Geral,Operação Joker,https://www.gov.br/receitafederal/pt-br/assuntos/noticias/2026/marco/operacao-joker
11/03/2026,Geral,Secretário da Receita Federal se reúne com representantes do setor vitivinícola,https://www.gov.br/receitafederal/pt-br/assuntos/noticias/2026/marco/secretario-da-receita-federal-se-reune-com-representantes-do-setor-vitivinicola
11/03/2026,Geral,"Atuação da Receita Federal resulta em depósito judicial de R$ 3,5 bilhões",https://www.gov.br/receitafederal/pt-br/assuntos/noticias/2026/marco/atuacao-da-receita-federal-resulta-em-deposito-judicial-de-r-3-5-bilhoes
11/03/2026,Geral,Receita Federal e PRF fazem apreensão de skunk em Corumbá (MS),https://www.gov.br/receitafederal/pt-br/assuntos/noticias/2026/marco/receita-federal-e-prf-fazem-apreensao-de-skunk-em-corumba-ms
11/03/2026,Geral,Receita Federal encontra 226 quilos de cocaína em terminal privado em Paranaguá,https://www.gov.br/receitafederal/pt-br/assuntos/noticias/2026/marco/receita-federal-encontra-226-quilos-de-cocaina-em-terminal-privado-em-paranagua
10/03/2026,Geral,Receita Federal intercepta carreta com cerca de R$ 1 milhão em mercadorias contrabandeadas na BR-277,https://www.gov.br/receitafederal/pt-br/assuntos/noticias/2026/marco/receita-federal-intercepta-carreta-com-cerca-de-r-1-milhao-em-mercadorias-contrabandeadas-na-br-277
